1.94,4.25,-1,1,0,-2,0,-2,0,-1,0,-2
2.41,3.31,0,0,2,-4,0,-4,1,-3,0,-2
3.3,2.3,0,0,0,-3,0,0,0,0,0,0
2.11,3.77,0,0,1,-3,1,-2,0,-2,0,0
3.12,2.41,0,0,0,-1,2,-2,0,0,2,0
1.64,5.47,-1,1,2,-4,1,-2,0,-4,0,-2
2.33,3.21,0,0,0,-4,0,-1,0,-2,0,-1
2.81,2.79,0,0,1,-2,0,-3,1,-2,0,0
4.93,1.67,1,-1,1,-4,2,-5,1,0,2,0
1.79,4.69,-1,1,0,-3,3,-6,0,0,0,-6
1.83,4.19,-1,1,0,-1,0,-2,0,-1,0,-2
1.87,4.18,-1,1,1,-5,0,-3,0,-5,0,-3
3.27,2.33,0,0,0,-3,0,-3,0,0,0,-1
2.83,2.85,0,0,1,-2,1,-4,1,-1,1,-1
1.92,4.34,-1,1,0,0,1,-3,0,0,0,-3
1.93,4.38,-1,1,2,-1,0,-1,0,-2,0,-1
2.86,2.66,0,0,0,-3,0,-3,0,-2,1,-1
1.77,4.58,-1,1,0,-1,0,-3,0,-1,0,-3
1.67,5.27,-1,1,3,-5,0,-1,0,-5,0,-1
2.37,3.12,0,0,0,-3,0,-4,0,-1,0,-4
2.7,2.83,0,0,1,-2,0,-3,1,-1,0,-3
2.21,3.21,0,0,1,-2,0,-1,1,0,0,-1
5.08,1.65,1,-1,2,-4,2,-4,2,0,2,0
2.46,3.13,0,0,0,-3,0,-3,0,-2,0,-1
2.06,3.73,0,0,0,-2,1,-4,0,-2,1,-1
3.42,2.09,0,0,1,-3,1,-5,1,0,1,0
2.61,3,0,0,1,-1,0,-4,1,-1,0,-2
4.14,1.91,1,-1,3,-6,0,-3,3,0,0,0
3.29,2.31,0,0,0,-3,2,-2,0,-2,2,0
3.22,2.27,0,0,0,-3,3,-5,0,0,3,0
2.26,3.39,0,0,0,-4,0,-3,0,-2,0,-1
1.75,4.95,-1,1,0,-2,1,-3,0,-2,0,-3
2.48,2.85,0,0,0,-3,1,-1,0,0,0,-2
2.4,3.15,0,0,0,-1,1,-2,0,0,0,-1
1.7,5.01,-1,1,0,-2,3,-6,0,0,0,-6
1.91,4.08,-1,1,3,-3,0,-2,0,-4,0,0
2.63,2.94,0,0,1,-3,0,-3,0,-3,0,-1
2.12,3.56,0,0,2,-2,0,-2,0,-2,0,0
1.83,4.4,-1,1,0,-5,1,-1,0,-5,0,0
2.05,3.76,0,0,0,-3,2,-4,0,0,0,-4
2.09,3.87,0,0,0,-4,0,-3,0,-3,0,-2
2.7,2.76,0,0,0,-3,1,-2,0,0,0,-1
2.86,2.64,0,0,1,-2,0,-2,0,-2,0,0
1.46,7.14,-1,1,2,-2,2,-3,0,-2,0,-3
2.05,3.75,0,0,0,-3,1,-1,0,-2,0,-1
2.1,3.66,0,0,0,-3,1,-3,0,0,0,-3
2.95,2.48,0,0,0,-3,3,-5,0,-2,3,0
2.94,2.58,0,0,0,-3,0,-3,0,-1,0,-1
1.93,4.26,-1,1,0,-3,1,-1,0,-1,0,0
1.65,5.53,-1,1,0,-2,3,-6,0,0,0,-6
1.84,4.35,-1,1,0,-5,0,-2,0,-5,0,-1
3.05,2.3,0,0,0,-1,0,-3,0,0,0,-1
1.58,5.95,-1,1,3,-4,0,-3,0,-4,0,-2
2.42,3.16,0,0,0,-2,0,-3,0,-2,0,-1
3.09,2.33,0,0,3,-5,0,-3,3,0,0,-3
2.72,2.67,0,0,1,-2,0,-3,1,0,0,-2
2.76,2.74,0,0,0,-4,1,-2,0,-1,1,0
2.84,2.66,0,0,1,-1,0,-2,1,-1,0,-2
3.95,2.06,0,0,1,-2,2,-3,1,-1,2,0
2.59,2.72,0,0,1,-1,0,-3,1,0,0,-2
1.47,6.66,-1,1,3,-5,0,-3,0,-5,0,-3
2.27,3.45,0,0,0,-3,0,-2,0,-2,0,-1
3.74,2.09,0,0,0,-3,3,-5,0,-1,3,0
2.48,2.74,0,0,0,-3,0,-4,0,-2,0,0
2.8,2.52,0,0,2,-3,0,-1,2,0,0,-1
2.35,3.11,0,0,1,-1,1,-2,1,0,1,0
2.24,3.32,0,0,0,-2,0,-3,0,-1,0,-2
1.28,10,-2,2,3,-5,2,-5,0,-5,0,-5
2.37,3.3,0,0,0,-3,1,-1,0,-1,0,-1
3.04,2.55,0,0,0,0,0,-2,0,0,0,-1
2.7,2.86,0,0,1,-3,3,-5,0,-3,3,0
3.13,2.43,0,0,0,-4,0,-3,0,-1,0,-1
1.94,4.26,-1,1,0,-2,1,-2,0,-1,0,-2
2.05,4.14,0,0,0,-2,1,-2,0,-2,0,-1
1.7,4.85,-1,1,0,-2,2,-3,0,-1,0,-3
2.4,3.08,0,0,0,-2,0,-4,0,0,0,-4
3.07,2.38,0,0,0,-2,0,-4,0,-1,0,0
2.21,3.39,0,0,0,-3,0,0,0,-1,0,0
1.86,4.16,-1,1,0,-4,0,-2,0,-4,0,0
2.16,3.66,0,0,0,-3,0,-2,0,-2,0,-1
3.41,2.22,0,0,0,-3,1,-3,0,0,1,0
2.44,3.25,0,0,0,-1,0,-3,0,-1,0,-2
4.54,1.79,1,-1,0,-3,3,-6,1,0,3,0
3.14,2.54,0,0,1,-2,0,-3,1,-1,0,-1
1.85,4.63,-1,1,2,-5,0,-2,0,-5,0,-1
2.89,2.46,0,0,1,-1,0,-3,0,-2,0,-1
2.57,2.98,0,0,1,-1,0,-2,1,0,0,-2
3.66,1.98,0,0,2,-7,1,-1,2,0,0,-1
2.19,3.47,0,0,0,-3,0,-3,0,-1,0,-2
2.31,3.32,0,0,0,-2,0,-3,0,-1,0,-3
2.23,3.74,0,0,0,-3,1,-1,0,-1,0,-1
1.91,4.13,-1,1,0,0,2,-6,0,0,0,-6
3.23,2.3,0,0,1,-1,0,-2,1,0,0,0
2.47,3.15,0,0,0,-3,1,-3,0,-1,0,-3
3.27,2.35,0,0,0,-3,2,-5,0,-2,2,0
2.73,2.88,0,0,0,-2,1,-1,0,0,1,0
1.69,5.33,-1,1,0,-3,0,-1,0,-2,0,-1
2.59,2.72,0,0,1,-3,0,-4,0,-3,0,0
2.85,2.79,0,0,0,-1,0,-3,1,0,0,-3
3.77,2.17,0,0,0,-2,0,-3,0,0,0,-1
3.66,1.99,0,0,0,-3,0,-4,0,0,0,-1
4.17,1.91,1,-1,2,-6,0,-3,2,0,0,-1
1.61,5.06,-1,1,0,-4,1,-1,0,-4,0,-1
3.65,2.12,0,0,2,-3,0,-2,2,0,0,-1
2.37,3.21,0,0,0,-3,0,-1,0,-1,0,-2
2.12,3.61,0,0,1,-3,0,-1,1,0,0,0
2.57,3.01,0,0,1,-1,0,-2,0,-1,0,-2
2.4,3.02,0,0,2,-4,3,-6,0,-5,3,0
2.03,4.19,0,0,0,-2,0,-3,0,-2,0,-2
3.43,2.26,0,0,0,-2,0,-3,0,0,0,-2
1.7,5.09,-1,1,0,-5,0,-2,0,-5,0,-1
2.11,4.03,0,0,0,0,0,-1,0,0,0,-1
4.29,1.9,1,-1,2,-6,0,-2,2,0,0,0
2.73,2.79,0,0,0,-1,1,-2,0,-1,1,0
2.51,3.03,0,0,0,-2,0,-2,0,0,0,-1
3.63,2.06,0,0,0,-1,0,-4,0,0,0,-1
2.85,2.7,0,0,0,-3,0,-2,0,-1,0,-2
3.41,2.2,0,0,1,0,2,-6,0,0,2,0
2.38,3.01,0,0,1,-3,0,-2,1,0,0,-2
1.78,4.77,-1,1,2,-5,0,0,0,-6,0,0
1.81,4.87,-1,1,1,-2,0,-1,0,-2,0,-1
2.02,3.97,0,0,0,-4,1,0,0,-3,1,0
1.96,4.14,-1,1,0,-3,2,-3,0,-1,0,-3
2.53,3.13,0,0,0,-1,0,-1,0,0,0,-1
2.74,2.7,0,0,0,-1,0,-3,0,-1,0,-2
1.53,6.35,-1,1,0,-2,0,-2,0,-2,0,-2
1.62,5.72,-1,1,2,-5,1,-3,0,-6,0,-3
3.2,2.21,0,0,1,-3,0,-6,0,-2,0,0
2.94,2.61,0,0,0,-3,0,-1,0,-1,0,0
3.6,2.1,0,0,0,-3,1,-6,0,-1,1,0
2.2,3.57,0,0,0,-2,0,-1,0,-1,0,0
2.82,2.75,0,0,2,-4,1,0,2,0,1,0
1.85,4.54,-1,1,0,-3,0,-2,0,-2,0,-1
1.53,6.28,-1,1,0,-5,0,-1,0,-5,0,0
2.16,3.4,0,0,1,-3,0,-2,0,-1,0,-1
3.26,2.32,0,0,0,-3,0,-1,0,0,0,-1
2.7,2.91,0,0,0,-1,1,-2,0,0,1,0
1.59,6.3,-1,1,1,-4,1,-3,0,-4,0,-3
2.7,2.85,0,0,0,-2,0,-2,0,0,0,-1
3.21,2.41,0,0,0,0,0,-3,0,0,0,0
2.67,2.78,0,0,0,-1,0,-2,0,0,0,-2
2.78,2.73,0,0,0,-1,0,-2,0,-1,0,-1
2.41,3.11,0,0,1,-2,0,-3,0,-3,0,-1
3.49,2.24,0,0,0,-1,0,-3,0,0,0,0
2.4,3.1,0,0,0,-2,0,-2,0,-1,0,-3
1.9,4.33,-1,1,1,-2,2,-3,0,-2,0,-3
2.11,3.68,0,0,0,0,0,-2,0,0,0,-2
2.54,3,0,0,0,-3,1,-2,0,-1,1,-1
3.1,2.43,0,0,0,-1,1,-5,0,-1,1,0
3.42,2.17,0,0,0,-2,1,-5,0,-1,1,0
1.75,4.74,-1,1,0,-6,1,-3,0,-5,1,0
1.89,4.57,-1,1,0,-2,0,-2,0,-1,0,-1
1.33,9.61,-2,2,1,-4,3,-6,0,-4,0,-6
2.98,2.71,0,0,0,-2,0,0,0,0,0,0
2.51,2.98,0,0,0,-1,0,-3,0,0,0,-2
1.91,4.26,-1,1,0,-3,1,-4,0,-2,0,-3
2.97,2.67,0,0,0,-2,0,0,0,0,0,0
4,2.32,0,0,2,-4,0,-1,2,0,0,0
2.56,3.26,0,0,1,-1,0,-1,0,0,0,-1
2.96,2.66,0,0,0,-2,0,0,0,0,0,0
1.73,4.85,-1,1,0,-3,0,-1,0,-3,0,-1
3.9,1.99,1,-1,0,-1,0,-6,0,0,0,0
2.67,2.89,0,0,0,0,0,-1,0,0,0,-1
1.48,6.89,-1,1,1,-5,0,-2,0,-6,0,-2
3.48,2.18,0,0,3,-7,0,-2,3,0,0,-2
2.98,2.5,0,0,1,-4,0,-3,1,0,0,-1
1.44,7.65,-1,1,0,-6,0,-3,0,-5,0,-2
2.67,2.77,0,0,0,0,1,-5,0,0,1,0
3.7,2.15,0,0,0,0,0,-3,0,0,0,0
1.73,5.25,-1,1,1,-6,0,-1,0,-6,0,-2
3.99,2.01,0,0,0,-4,1,-1,0,-1,1,-1
3.9,1.99,0,0,2,-7,0,0,2,0,0,-1
2.69,2.87,0,0,0,0,0,-2,0,0,0,-1
2.36,3.21,0,0,1,-4,0,-2,1,0,0,-2
2.74,2.78,0,0,0,0,0,-4,0,0,0,-4
3.24,2.42,0,0,1,-4,0,-6,0,-3,1,0
2.84,2.45,0,0,0,-2,0,-3,0,0,0,0
2.21,3.73,0,0,1,-1,0,-2,1,0,0,-2
3.02,2.45,0,0,0,-4,1,-1,0,0,1,-1
1.94,4.19,-1,1,0,-2,2,-6,0,0,0,-7
3.73,2.06,0,0,0,-1,0,-5,0,-1,0,0
1.91,4.12,-1,1,0,-3,0,0,0,-3,0,0
3.21,2.3,0,0,0,0,1,-6,0,0,1,0
1.74,5.14,-1,1,0,-1,2,-6,0,0,0,-7
2.37,3.59,0,0,0,-1,1,-1,0,0,0,-1
2.09,4.27,0,0,1,-1,0,0,0,0,0,0
3.05,2.8,0,0,0,-2,1,-4,0,0,0,-4
2.7,3.08,0,0,0,-2,1,-4,0,-2,1,-1
1.74,6.59,-1,1,1,-5,0,0,0,-5,0,0
1.56,9.7,-1,1,0,-3,0,-4,0,-3,0,-3
1.67,5.29,-1,1,0,-5,0,-2,0,-5,0,-2
3.78,2.1,0,0,0,-1,0,-4,0,0,0,0
2.15,3.91,0,0,0,-1,0,-3,0,0,0,-2
3.93,2.03,0,0,2,-7,0,-2,2,0,0,-1
3.65,2.13,0,0,0,-5,0,-1,0,-1,0,-1
1.99,4.02,-1,1,1,-3,0,-2,0,-3,0,-1
2.94,2.59,0,0,1,-4,1,-1,1,0,1,-1
2,4.15,-1,1,0,0,0,0,0,0,0,0
3.96,1.93,1,-1,0,-2,0,-6,0,0,0,0
2.19,3.92,0,0,1,-1,0,-2,1,0,0,-2
4.98,1.7,1,-1,0,0,1,-6,0,0,1,0
2.56,2.79,0,0,0,-3,0,-4,0,-1,0,0
1.75,4.68,-1,1,1,-4,0,-3,0,-6,0,-4
1.82,4.75,-1,1,0,-4,0,-2,0,-4,0,0
3.77,2.07,1,-1,1,0,1,-5,1,0,1,0
1.78,4.91,-1,1,1,-1,2,-5,1,0,0,-7
1.47,6.55,-1,1,2,-5,0,-4,0,-5,0,-4
2.87,3.06,0,0,0,0,1,-4,0,0,1,-1
3.45,2.91,0,0,0,-3,0,-2,0,-1,0,-2
2.52,3.86,0,0,0,-1,0,-3,0,0,0,0
1.94,4.69,-1,1,1,0,0,-1,0,0,0,-1
3.09,2.34,0,0,1,-2,0,-5,1,0,0,0
2.21,3.79,0,0,0,-1,1,-3,0,0,0,-3
3.94,2.01,0,0,0,-5,0,-3,0,-1,0,-3
3.5,2.29,0,0,0,-3,0,-1,0,-1,0,0
2.17,3.59,0,0,0,-3,0,-3,0,-2,0,-2
1.62,6.05,-1,1,1,-4,0,-4,0,-3,0,-4
5.81,1.61,1,-1,0,-2,2,-6,0,0,2,0
3.05,2.53,0,0,0,-3,1,-2,1,0,0,-1
4.39,1.85,1,-1,2,-6,0,0,2,0,0,0
2.83,2.67,0,0,0,-4,0,-1,0,0,0,-1
1.68,5.57,-1,1,2,-5,0,-3,0,-5,0,-2
2.28,3.4,0,0,0,-3,0,-1,0,0,0,-1
2.14,3.76,0,0,0,-1,2,0,0,-1,0,0
2.92,2.47,0,0,0,-2,1,-2,0,0,0,-2
2.29,3.3,0,0,0,-5,1,-1,0,-5,1,0
3.31,2.24,0,0,0,-3,0,-5,0,-4,0,0
2.64,3.03,0,0,0,-3,0,-1,0,-2,0,-1
2.76,2.63,0,0,0,-5,0,-5,0,-4,0,0
2.31,3.21,0,0,0,-2,0,-3,0,0,0,-2
1.71,5.66,-1,1,0,-1,0,-5,0,-1,0,-5
1.88,4.7,-1,1,2,-6,0,-1,0,-6,0,-1
3.36,2.26,0,0,0,-4,1,0,0,0,1,0
2.82,2.66,0,0,1,-2,1,-2,1,0,0,-2
2.64,2.89,0,0,0,-5,0,-1,0,-3,0,0
2.17,3.6,0,0,0,-2,2,0,0,-3,0,0
2.14,3.79,0,0,0,-3,1,-1,0,0,0,0
2.45,3.32,0,0,0,-3,0,-3,0,0,0,-2
8.41,1.36,1,-1,3,-5,3,-5,2,0,3,0
2.31,3.43,0,0,1,-1,0,-2,1,-1,0,-2
2.13,3.83,0,0,0,-1,0,-3,0,-1,0,-1
2.96,2.59,0,0,2,0,0,-4,2,0,1,-1
2.53,2.98,0,0,0,-3,1,-2,0,-1,0,-2
1.9,4.49,-1,1,0,-1,0,-3,0,0,0,-3
2.33,3.11,0,0,1,0,0,-2,0,0,0,0
2.18,3.35,0,0,4,-4,2,-6,0,-5,2,0
1.39,8.39,-1,1,0,-4,3,-5,0,-5,0,-6
2.94,2.47,0,0,1,-2,0,-3,1,0,0,-3
4.44,1.82,1,-1,0,-6,0,-4,0,0,0,0
2.49,2.96,0,0,0,-3,0,-3,0,-1,0,-4
2.58,3.04,0,0,0,-2,0,-2,0,0,0,0
3.61,2.14,0,0,0,-2,0,-1,0,-1,0,0
1.92,4.39,-1,1,0,-4,0,-2,0,-5,0,-1
2.63,3,0,0,1,-1,0,-2,1,-1,0,0
1.64,5.68,-1,1,0,-2,2,-6,0,0,0,-6
4.56,2.2,0,0,1,-5,1,-1,1,0,0,-1
1.34,9.66,-1,1,4,-4,0,-4,0,-4,0,-3
1.96,4.72,-1,1,1,0,0,-3,0,0,0,-2
3.96,2.14,0,0,0,-2,1,-3,0,0,1,0
1.92,5.33,-1,1,0,-2,1,-1,0,0,0,-1
2.53,3.14,0,0,2,0,0,-2,2,0,0,-1
2.44,3.47,0,0,0,-2,0,-4,0,-2,0,-1
2.93,2.54,0,0,0,-2,0,-2,0,-2,0,0
1.6,5.52,-1,1,1,-1,2,-5,1,0,0,-5
1.87,4.62,-1,1,0,-3,0,-2,0,-1,0,-1
3.76,2.17,0,0,0,-2,2,-6,0,-2,2,0
3.68,2.16,0,0,0,-4,0,-2,0,0,0,0
2.04,3.81,0,0,1,-2,0,-2,1,-1,0,-1
2.23,4.46,0,0,0,-4,0,-3,0,-3,0,-2
2.9,2.94,0,0,0,-3,1,-1,0,-1,0,0
3.1,2.51,0,0,0,-1,0,-5,0,-1,0,0
3.52,2.25,0,0,2,-6,0,-2,2,0,0,-2
2.2,3.45,0,0,1,-3,0,-3,0,-3,0,-2
2.69,2.95,0,0,0,-3,1,-1,0,-1,1,0
2.28,3.74,0,0,1,-2,1,-5,1,0,0,-5
5.93,1.57,1,-1,0,-4,4,-4,0,-1,4,0
2.43,3.22,0,0,0,-1,0,-3,0,-1,0,-2
3.14,2.48,0,0,0,-3,2,0,0,0,0,0
2,4.12,-1,1,0,-3,0,-2,0,-2,0,-2
3.85,2.08,0,0,0,-2,2,-4,0,-1,2,0
5.26,1.67,1,-1,0,-3,0,-5,0,0,0,0
2.06,3.81,0,0,1,-3,0,-2,0,-2,0,0
5.4,1.65,1,-1,2,-6,0,-3,2,0,0,-1
2.58,3,0,0,1,-2,1,-1,1,-1,0,0
4.63,1.8,1,-1,0,-3,5,-3,0,-1,4,0
1.76,4.77,-1,1,0,-1,1,-4,0,-1,0,-4
3.36,2.31,0,0,1,-2,1,-1,1,0,1,0
2.85,2.68,0,0,1,-4,0,-2,1,-1,0,-1
1.66,5.66,-1,1,2,-3,1,-3,0,-6,0,-2
1.71,5.33,-1,1,2,0,3,-5,2,0,0,-5
2.39,3.33,0,0,0,-3,0,-2,0,-1,0,-2
1.49,6.52,-1,1,5,-3,0,-2,0,-4,0,0
1.72,5.17,-1,1,1,-3,1,-3,0,-2,0,-2
3.27,2.55,0,0,0,-1,0,-3,0,-1,0,-1
2.19,3.48,0,0,1,-1,1,-1,0,-1,0,-1
2.55,2.79,0,0,1,-4,1,-2,1,0,0,-3
2.48,3.03,0,0,0,-3,0,-2,0,0,0,-3
1.68,5.96,-1,1,1,-4,1,-2,0,-5,0,-2
2.51,3.15,0,0,0,-2,0,-1,0,-2,0,0
4.65,1.78,1,-1,3,-5,0,-2,3,0,0,-1
2.33,3.34,0,0,0,-1,1,-2,0,-1,0,-2
1.56,6.62,-1,1,1,-5,1,-4,0,-5,0,-3
2.01,3.88,0,0,1,-2,0,-3,0,-1,0,0
4.63,1.76,1,-1,0,-3,5,-4,0,0,5,0
2.24,3.32,0,0,1,-1,2,-1,0,-1,0,0
2.22,3.61,0,0,0,-1,1,-4,0,-1,0,-3
3.56,2.19,0,0,1,-4,0,-3,1,0,0,-2
2.23,3.52,0,0,0,-2,0,-2,0,0,0,-2
2.25,3.35,0,0,1,-3,1,-1,0,-3,1,0
3.21,2.45,0,0,1,-2,0,-2,1,0,0,0
4.24,1.9,1,-1,0,-2,2,-4,0,-1,2,0
3.71,2.14,0,0,0,-3,1,-5,0,-3,1,0
3.6,2.09,0,0,0,-2,1,-3,0,0,1,-1
2.18,3.66,0,0,2,-1,1,-3,2,-1,0,-4
1.69,4.91,-1,1,1,-2,4,-5,1,0,0,-5
3.12,2.3,0,0,1,-2,1,-1,0,-1,1,0
1.87,4.49,-1,1,0,-1,1,-2,0,-2,0,-3
2.11,3.74,0,0,1,-1,0,-2,0,-1,0,-2
2.14,3.85,0,0,0,-2,0,-1,0,-1,0,0
2.61,2.8,0,0,1,-4,0,-1,1,-1,0,-1
2.88,2.66,0,0,1,-4,0,-1,1,-1,0,0
1.63,5.81,-1,1,3,-4,1,-2,0,-5,0,-2
1.42,7.67,-1,1,6,-3,1,-2,0,-4,0,-1
1.78,4.95,-1,1,1,-5,1,-1,0,-5,1,0
3.18,2.48,0,0,0,-1,0,-2,0,-1,0,0
3.44,2.22,0,0,1,-3,1,-3,1,0,0,-2
2.25,3.22,0,0,0,-1,1,-4,0,-1,0,-4
1.63,6.25,-1,1,1,-1,2,-1,0,0,0,0
4.18,1.9,1,-1,1,-3,3,-4,1,0,2,0
2.53,2.92,0,0,0,-1,1,-2,0,-1,1,-1
2.04,3.86,0,0,1,-3,0,-2,0,-3,0,0
2.61,3.07,0,0,1,-2,1,-3,1,-1,0,-2
5.37,1.62,1,-1,0,-1,5,-4,0,0,5,0
2.82,2.79,0,0,1,-3,0,-2,1,0,0,-1
3.4,2.2,0,0,4,-5,0,-2,4,0,0,-2
4.57,1.8,1,-1,1,-1,1,-1,1,0,1,0
2.9,2.58,0,0,1,-4,0,-2,1,0,0,0
2.51,2.71,0,0,1,-3,0,-1,1,-1,0,0
2.54,2.85,0,0,1,-2,1,-2,1,-1,0,-1
2.21,3.46,0,0,1,-2,1,-1,0,-1,0,-1
2.04,3.78,0,0,1,-2,0,0,0,-1,0,0
1.58,6.34,-1,1,3,-4,0,0,0,-5,0,0
4.79,1.77,1,-1,0,-2,1,-5,0,0,1,0
1.48,7.52,-1,1,0,-1,3,-5,0,-2,0,-5
2.1,3.65,0,0,0,-2,0,-1,0,-2,0,0
2.14,3.73,0,0,1,-3,2,-1,1,-1,0,-1
2.15,3.69,0,0,0,-2,2,-2,0,-1,0,-3
1.94,4.51,-1,1,1,-3,1,-3,1,0,0,-3
2.04,3.63,0,0,6,-3,2,-1,0,-4,2,0
2.72,2.76,0,0,1,-1,1,-3,1,-1,0,-3
3.45,2.23,0,0,0,-2,1,-3,1,-1,1,0
2.19,3.28,0,0,5,-3,2,-5,0,-3,2,0
1.63,5.6,-1,1,2,-5,0,0,0,-5,0,0
2.69,2.61,0,0,1,-4,1,-2,1,-1,1,-1
3.04,2.5,0,0,2,-2,1,-1,2,0,0,-1
1.84,4.29,-1,1,0,-2,0,-1,0,-3,0,0
2.56,2.81,0,0,1,-1,0,-1,1,-1,0,0
